10 -64 250
20 -55 210
50 -41 190
100 -29 170
200 -17 150
500 -17 95
520 -3.4 92
540 -3.1 90
550 -2.9 87
570 -2.7 84
750 -1.3 60
1000 -0.67 46
2000 -0.39 22
5000 -0.37 8.4
10000 -0.37 3.7
